NumberOfFollowings,NumberOfFollowers,NumberOfTweets,AccountAge,no_userfavourites,no_retweets,no_statuses,spammer
3227,3909,433,718,1.2113418035326928,0.6030640668523677,0.1515151515151515,1
2767,2551,5399,633,0.9219371160101192,8.529225908372828,0.0815217391304347,1
13059,13128,558,639,1.005283712382265,0.8732394366197183,0.275,1
785,453,70,621,0.5770700636942675,0.1127214170692431,0.0,1
1215,750,1834,725,0.6172839506172839,2.529655172413793,0.7085427135678392,1
13343,15227,832,605,1.1411976317170052,1.375206611570248,0.4,1
2271,2068,760,632,0.9106120651695288,1.2025316455696202,0.065989847715736,1
1642,807,91,660,0.4914738124238733,0.1378787878787878,0.550561797752809,1
3841,3857,50,701,1.0041655818797188,0.0713266761768901,0.1,1
6858,6961,211,650,1.0150189559638378,0.3246153846153846,0.02,1
79802,82935,1284,732,1.039259667677502,1.7540983606557377,0.1581632653061224,1
7651,6993,1819,623,0.9139981701738334,2.9197431781701444,0.0764705882352941,1
20752,19356,3312,667,0.9327293754818812,4.965517241379311,0.0406091370558375,1
82,0,2,728,0.0,0.0027472527472527,0.0,1
280,93,452,752,0.3321428571428571,0.601063829787234,0.321608040201005,1
28015,28138,10939,619,1.0043905050865607,17.67205169628433,1.2125,1
509,82,101,636,0.1611001964636542,0.1588050314465408,0.2755102040816326,1
1407,648,279,621,0.4605543710021322,0.4492753623188406,0.1957671957671957,1
26084,24394,7944,762,0.9352093237233552,10.4251968503937,0.1313131313131313,1
9767,9175,6960,617,0.9393877342070236,11.280388978930308,0.9176470588235294,1
14126,13189,4946,596,0.933668412855727,8.298657718120806,0.0351758793969849,1
464,502,3069,723,1.081896551724138,4.244813278008299,0.6833333333333333,1
44956,48960,565,721,1.0890648634220126,0.7836338418862691,0.495,1
3700,3842,2287,777,1.0383783783783784,2.943371943371943,0.0552486187845303,1
30665,29184,8709,687,0.9517038969509212,12.676855895196509,1.085,1
568,58,72,739,0.102112676056338,0.0974289580514208,0.8382352941176471,1
2418,2300,2967,735,0.9511993382961124,4.036734693877551,0.6767676767676768,1
939,1088,296,633,1.1586794462193823,0.4676145339652449,0.0225988700564971,1
44525,44541,33841,595,1.0003593486805165,56.87563025210084,1.9035532994923856,1
11990,11779,697,596,0.9824020016680568,1.169463087248322,1.58,1
110,37,16,645,0.3363636363636363,0.0248062015503875,0.0,1
1974,1186,462,779,0.6008105369807497,0.5930680359435173,0.4020100502512563,1
8551,7996,4899,595,0.9350953104900012,8.23361344537815,2.57286432160804,1
841,561,530,628,0.667063020214031,0.8439490445859873,0.3877551020408163,1
12440,11331,161,591,0.9108520900321544,0.272419627749577,0.2608695652173913,1
1164,1267,587,734,1.088487972508591,0.7997275204359673,0.09009009009009,1
7927,7466,2006,606,0.9418443295067492,3.31023102310231,0.7529411764705882,1
1100,290,37,728,0.2636363636363636,0.0508241758241758,0.1304347826086956,1
2727,2536,156,618,0.92995966263293,0.2524271844660194,0.3141025641025641,1
33310,40231,6815,745,1.207775442809967,9.14765100671141,0.6700507614213198,1
3222,3791,797,611,1.1765983860955929,1.3044189852700492,0.6122448979591837,1
765,92,1,589,0.1202614379084967,0.0016977928692699,0.0,1
567,365,370,597,0.6437389770723104,0.6197654941373534,0.0670103092783505,1
546,387,176,736,0.7087912087912088,0.2391304347826087,0.0935672514619883,1
1862,746,17942,588,0.4006444683136412,30.51360544217687,0.0,1
842,137,128,595,0.1627078384798099,0.215126050420168,0.171875,1
796,425,1946,599,0.5339195979899497,3.248747913188648,0.055,1
16770,16548,2241,618,0.986762075134168,3.6262135922330097,0.045,1
18087,64767,696,629,3.5808591806269696,1.1065182829888711,0.6,1
4769,5641,2662,593,1.1828475571398616,4.4890387858347385,0.0251256281407035,1
1537,1189,1607,593,0.7735849056603774,2.709949409780776,0.04,1
1392,589,262,757,0.4231321839080459,0.3461030383091149,0.2786885245901639,1
62,78,297,593,1.2580645161290325,0.5008431703204047,0.42,1
2677,2845,3677,660,1.0627568173328352,5.571212121212121,0.6414141414141414,1
2836,3041,11,744,1.0722849083215795,0.0147849462365591,0.2727272727272727,1
8457,8765,1917,678,1.036419534113752,2.827433628318584,0.5226130653266332,1
1626,1893,257,626,1.1642066420664208,0.4105431309904153,0.12,1
1912,479,713,741,0.2505230125523012,0.96221322537112,0.0,1
2001,485,134,736,0.2423788105947026,0.1820652173913043,0.0149253731343283,1
3919,6598,4089,693,1.683592753253381,5.9004329004329,0.0397350993377483,1
23244,24159,5425,592,1.0393649974186887,9.16385135135135,0.1,1
6008,5462,1290,592,0.909121171770972,2.179054054054054,0.0653266331658291,1
11708,10727,4434,631,0.9162111376836352,7.026941362916007,0.0603015075376884,1
1469,1480,1567,625,1.0074880871341048,2.5072,0.09,1
270,206,633,667,0.762962962962963,0.9490254872563718,0.601010101010101,1
6681,7014,1375,603,1.0498428378985185,2.2802653399668324,0.98,1
1035,868,343,600,0.8386473429951691,0.5716666666666667,0.0954773869346733,1
1416,1445,2067,725,1.0204802259887005,2.8510344827586205,0.4371859296482412,1
97457,102788,45301,693,1.054701047641524,65.36940836940838,0.6125,1
2002,1564,5161,736,0.7812187812187812,7.012228260869565,1.0993788819875776,1
5127,4737,396,768,0.9239321240491516,0.515625,0.3819095477386934,1
7292,6629,269,603,0.90907844212836,0.4461028192371476,0.4494949494949495,1
455,1040,1377,758,2.2857142857142856,1.816622691292876,0.3742690058479532,1
1274,854,46,616,0.6703296703296703,0.0746753246753246,0.0869565217391304,1
2828,2585,2959,725,0.914073550212164,4.081379310344827,0.355,1
7827,7820,56,577,0.9991056598952344,0.097053726169844,0.1964285714285714,1
4794,4362,1529,575,0.9098873591989988,2.659130434782609,0.005,1
2323,2369,935,597,1.0198019801980198,1.566164154103853,0.925,1
61162,61292,14567,580,1.0021255027631537,25.11551724137931,1.4263959390862944,1
11460,12156,755,642,1.0607329842931936,1.17601246105919,0.3535353535353535,1
220,79,262,641,0.359090909090909,0.4087363494539781,0.6292134831460674,1
790,461,54,576,0.5835443037974684,0.09375,0.0185185185185185,1
3242,3885,11177,584,1.1983343615052438,19.138698630136982,0.1270718232044199,1
2958,3163,1061,571,1.0693035835023663,1.8581436077057796,0.115,1
18666,17468,811,566,0.9358191363977284,1.4328621908127208,0.06,1
1933,1293,1255,607,0.6689084324883601,2.0675453047775947,0.2763819095477386,1
476,488,372,585,1.0252100840336134,0.6358974358974359,0.2826086956521739,1
20676,18799,5015,610,0.909218417488876,8.221311475409836,0.0153061224489795,1
961,594,3284,638,0.6181061394380853,5.147335423197492,0.7407407407407407,1
6660,6523,2605,586,0.9794294294294296,4.445392491467577,0.0,1
641,336,589,629,0.5241809672386896,0.9364069952305246,0.4336734693877551,1
762,915,1121,638,1.2007874015748032,1.7570532915360502,0.796875,1
16040,15837,4247,618,0.9873441396508728,6.872168284789644,1.4293478260869563,1
1784,1403,114,570,0.7864349775784754,0.2,0.631578947368421,1
12334,11275,146,620,0.914139776228312,0.2354838709677419,0.1780821917808219,1
1516,1180,241,595,0.7783641160949868,0.4050420168067227,0.0050251256281407,1
6417,6322,6193,571,0.9851955742558828,10.845884413309982,0.7286432160804021,1
1772,1392,268,590,0.7855530474040632,0.4542372881355932,0.0263157894736842,1
2001,842,103,594,0.4207896051974013,0.1734006734006734,0.0097087378640776,1
13247,28354,1451,646,2.140409149241337,2.2461300309597525,0.8626373626373627,1
2229,2746,332,592,1.2319425751458053,0.5608108108108109,0.5698924731182796,1
2894,4312,135,570,1.4899792674498964,0.2368421052631578,0.1703703703703703,1
1496,924,71,592,0.6176470588235294,0.1199324324324324,0.4814814814814814,1
6136,6939,5233,709,1.1308670143415906,7.380818053596615,0.155,1
6506,6359,2411,560,0.977405471872118,4.305357142857143,1.07,1
16118,19133,4990,573,1.187057947636183,8.708551483420594,0.06,1
3832,3631,1665,621,0.9475469728601252,2.681159420289855,0.0638297872340425,1
16402,16171,2586,561,0.9859163516644311,4.609625668449198,0.21,1
763,764,121,559,1.001310615989515,0.2164579606440071,0.4083333333333333,1
11567,11649,2020,570,1.007089132878015,3.543859649122807,0.3299492385786802,1
1741,1115,260,594,0.6404365307294658,0.4377104377104377,0.5585106382978723,1
56362,54851,10192,601,0.9731911571626272,16.958402662229616,0.065,1
617,50,2,588,0.0810372771474878,0.0034013605442176,0.0,1
5899,5362,185,586,0.9089676216307848,0.3156996587030716,0.25,1
585,793,3131,738,1.3555555555555556,4.242547425474255,1.5444444444444445,1
4098,3725,3377,573,0.908979990239141,5.893542757417103,0.0,1
2982,2710,536,682,0.90878604963112,0.7859237536656891,0.1761363636363636,1
7250,6608,5476,642,0.911448275862069,8.529595015576325,0.9346733668341708,1
28380,26047,4190,745,0.9177942212825934,5.624161073825503,0.2690355329949238,1
15425,16695,19585,570,1.0823338735818475,34.35964912280702,0.7664670658682635,1
362,610,350,731,1.6850828729281768,0.478796169630643,0.5953757225433526,1
3352,3580,1711,586,1.068019093078759,2.919795221843003,0.8994974874371859,1
9624,25081,1905,641,2.606088944305902,2.9719188767550704,0.1155778894472361,1
900,431,47,557,0.4788888888888888,0.0843806104129264,0.2888888888888888,1
807,405,788,617,0.5018587360594795,1.2771474878444085,1.935,1
4898,4526,4027,553,0.9240506329113924,7.282097649186257,0.1280487804878048,1
2582,2907,13532,562,1.1258714175058095,24.07829181494662,0.0,1
14069,15876,1345,600,1.12843841069017,2.2416666666666667,0.4090909090909091,1
19745,20215,713,703,1.0238034945555836,1.0142247510668565,0.601010101010101,1
2572,5556,3572,563,2.160186625194401,6.344582593250444,0.6701570680628273,1
14697,14240,1932,547,0.9689052187521264,3.531992687385741,0.01,1
7406,6752,6018,623,0.9116932217121252,9.659711075441413,0.035,1
14885,13935,4700,575,0.9361773597581458,8.173913043478262,0.6363636363636364,1
7282,14811,507,585,2.0339192529524857,0.8666666666666667,0.3743589743589743,1
2483,2257,790,567,0.9089810712847362,1.3932980599647269,0.0804020100502512,1
5088,5136,2466,578,1.009433962264151,4.26643598615917,0.4494949494949495,1
9860,9233,2160,566,0.9364097363083164,3.8162544169611303,0.0,1
2550,2319,3277,735,0.9094117647058824,4.458503401360544,0.0283018867924528,1
4963,4548,1170,673,0.916381221035664,1.7384843982169391,0.1989795918367347,1
11356,10408,1117,627,0.9165199013737232,1.781499202551834,0.644808743169399,1
2000,1184,2550,578,0.592,4.411764705882353,0.6966292134831461,1
1960,1343,20,694,0.685204081632653,0.0288184438040345,0.25,1
443,66,1458,551,0.1489841986455982,2.646098003629764,0.0,1
657,429,282,558,0.6529680365296804,0.5053763440860215,0.51010101010101,1
4018,4885,2826,614,1.2157789945246391,4.602605863192182,0.405,1
149,149,1401,608,1.0,2.304276315789474,0.0,1
14979,15460,20392,625,1.032111622938781,32.6272,0.1774193548387097,1
8350,8572,20362,648,1.0265868263473057,31.42283950617284,0.35,1
32309,35506,3026,549,1.0989507567550838,5.51183970856102,0.0,1
3254,2958,13129,578,0.9090350338045482,22.71453287197232,0.015,1
3003,2829,99,559,0.942057942057942,0.1771019677996422,0.0606060606060606,1
562,59,9,677,0.1049822064056939,0.0132939438700147,0.0,1
1044,1078,370,542,1.0325670498084292,0.6826568265682657,0.1919191919191919,1
3147,3233,6625,564,1.0273276136002545,11.74645390070922,1.0984455958549222,1
32774,31169,4797,552,0.9510282541038628,8.690217391304348,1.4771573604060917,1
14060,13823,5891,541,0.9831436699857752,10.88909426987061,0.3467336683417085,1
1716,409,132,645,0.2383449883449883,0.2046511627906976,0.104,1
2546,2315,3078,617,0.9092694422623724,4.988654781199352,0.025,1
16845,18338,7987,648,1.0886316414366282,12.325617283950615,0.6031746031746031,1
358,493,1602,681,1.3770949720670391,2.352422907488987,0.2160804020100502,1
15187,14312,5729,580,0.9423849344834396,9.877586206896552,0.0,1
2498,2662,174,650,1.065652522017614,0.2676923076923077,0.028735632183908,1
2004,1679,4,582,0.8378243512974052,0.0068728522336769,0.25,1
44135,50359,4616,551,1.1410218647332049,8.377495462794919,0.2462311557788944,1
22999,21082,16905,539,0.9166485499369538,31.363636363636363,1.7185929648241205,1
9020,8466,740,547,0.938580931263858,1.352833638025594,0.0,1
1534,711,179,661,0.4634941329856584,0.2708018154311649,0.0677966101694915,1
120,205,5615,563,1.7083333333333333,9.97335701598579,0.005,1
49298,45106,4163,592,0.9149661243863848,7.032094594594595,0.01,1
38471,35791,51895,535,0.9303371370642822,97.0,0.0,1
391,119,11,630,0.3043478260869565,0.0174603174603174,0.0,1
10173,9397,6628,554,0.9237196500540646,11.963898916967509,0.005,1
5390,4903,2054,648,0.909647495361781,3.169753086419753,0.5567010309278351,1
1900,781,812,633,0.4110526315789474,1.282780410742496,0.6080402010050251,1
2876,2887,567,713,1.0038247566063978,0.7952314165497896,0.005,1
36890,36198,1613,616,0.9812415288696124,2.618506493506493,0.0,1
1422,304,24,648,0.2137834036568213,0.037037037037037,0.0833333333333333,1
7673,7118,769,541,0.927668447803988,1.421441774491682,0.005,1
1962,1350,1743,541,0.6880733944954128,3.22181146025878,0.565,1
2364,7343,417,571,3.106175972927242,0.7302977232924693,0.225,1
20807,20195,6168,544,0.9705868217426828,11.338235294117649,0.1,1
24172,23340,12318,590,0.9655800099288432,20.87796610169492,0.0,1
6816,6566,645,682,0.9633215962441316,0.9457478005865104,0.04,1
805,698,139,547,0.867080745341615,0.2541133455210237,0.04,1
35092,37435,7647,577,1.0667673543827654,13.253032928942808,1.2582417582417582,1
2621,2516,914,559,0.959938954597482,1.635062611806798,0.0,1
1029,287,71,577,0.2789115646258503,0.1230502599653379,0.2957746478873239,1
2099,2080,1107,643,0.9909480705097664,1.7216174183514774,0.31,1
3167,2886,3480,556,0.9112724976318284,6.258992805755396,0.0,1
882,251,374,597,0.2845804988662131,0.626465661641541,0.01,1
2346,2797,252,646,1.1922421142369992,0.3900928792569659,0.8492462311557789,1
15038,14840,1605,549,0.9868333554994017,2.9234972677595628,0.900523560209424,1
1237,451,324,610,0.364591754244139,0.5311475409836065,0.7272727272727273,1
293,143,411,639,0.4880546075085324,0.6431924882629108,0.5051020408163265,1
3231,3990,280,562,1.234911792014856,0.498220640569395,1.6130653266331658,1
7433,7320,1151,550,0.9847975245526706,2.0927272727272728,0.1151832460732984,1
14076,17921,1724,547,1.2731599886331344,3.1517367458866543,0.8624338624338624,1
124,722,3044,541,5.82258064516129,5.626617375231054,0.68,1
4606,4185,3041,531,0.9085974815458098,5.726930320150659,0.7336683417085427,1
4644,5128,10844,560,1.1042204995693368,19.364285714285717,0.989247311827957,1
1780,1344,11529,716,0.755056179775281,16.10195530726257,0.0301507537688442,1
6270,5696,2533,571,0.9084529505582136,4.436077057793345,0.005,1
33222,38739,3927,522,1.1660646559508758,7.522988505747127,0.5079365079365079,1
7949,7547,3852,666,0.9494276009560952,5.783783783783784,1.1354166666666667,1
1868,1018,29,693,0.5449678800856531,0.0418470418470418,0.0,1
4213,3969,1468,565,0.9420840256349394,2.598230088495576,0.0,1
8850,8050,9231,569,0.9096045197740112,16.223198594024606,0.0,1
33788,33809,10917,581,1.0006215224340005,18.79001721170396,0.8963730569948186,1
2000,1352,730,543,0.676,1.3443830570902393,0.1269035532994923,1
8479,8261,1616,692,0.9742894209222784,2.3352601156069364,0.0,1
7706,7144,2285,702,0.9270698157280042,3.254985754985755,0.2526881720430107,1
1380,322,3345,667,0.2333333333333333,5.014992503748126,0.74,1
1309,789,684,619,0.6027501909854851,1.1050080775444264,0.0451977401129943,1
1951,1573,2867,635,0.8062532034853921,4.51496062992126,0.01,1
5542,6224,1604,643,1.123060267051606,2.494556765163297,0.9076923076923076,1
7854,8225,21637,624,1.0472370766488412,34.67467948717949,0.4278350515463917,1
1200,584,54,583,0.4866666666666667,0.0926243567753001,0.4339622641509434,1
32978,38956,3689,541,1.1812723633937776,6.818853974121996,0.805,1
90,14,10,700,0.1555555555555555,0.0142857142857142,0.0,1
8241,7567,2549,519,0.9182138090037616,4.911368015414258,1.8585858585858583,1
10508,9678,1986,572,0.9210125618576324,3.472027972027972,0.9346733668341708,1
1935,1652,241,524,0.8537467700258398,0.4599236641221374,0.005,1
5922,5383,338,538,0.9089834515366432,0.6282527881040892,0.03,1
10873,11578,8149,640,1.0648395107146142,12.7328125,0.4338624338624338,1
425,332,1855,718,0.7811764705882352,2.583565459610028,0.0753768844221105,1
10566,9875,2127,653,0.9346015521484006,3.2572741194486983,0.9782608695652174,1
1589,447,306,655,0.2813089993706734,0.467175572519084,0.2222222222222222,1
16074,15296,20517,538,0.951598855294264,38.13568773234201,0.0,1
2625,2428,1522,557,0.924952380952381,2.7324955116696588,0.0,1
1319,408,291,634,0.3093252463987869,0.4589905362776025,0.4090909090909091,1
1936,1625,48,578,0.8393595041322314,0.0830449826989619,0.0,1
14303,13090,61011,552,0.9151926169335104,110.52717391304348,0.015,1
11933,11080,1343,528,0.9285175563563228,2.543560606060606,0.2020725388601036,1
1472,813,562,514,0.5523097826086957,1.093385214007782,0.6907216494845361,1
1735,1404,311,634,0.809221902017291,0.4905362776025236,0.0304568527918781,1
25948,24381,16349,513,0.9396099892091876,31.86939571150097,0.005,1
29294,28898,827,680,0.9864818734211784,1.2161764705882352,0.3419689119170984,1
56409,54902,28660,521,0.973284404970838,55.00959692898272,0.6421052631578947,1
24366,26654,3190,652,1.0939013379299023,4.892638036809816,0.3918918918918919,1
3370,3280,9299,686,0.973293768545994,13.555393586005833,0.09,1
1127,726,24,515,0.6441881100266194,0.0466019417475728,0.4166666666666667,1
8389,7901,683,536,0.9418285850518536,1.2742537313432836,0.5151515151515151,1
4969,4568,1011,625,0.9192996578788488,1.6176,0.247191011235955,1
2075,1898,344,686,0.914698795180723,0.5014577259475219,0.005,1
9105,9055,2098,541,0.9945085118066996,3.878003696857671,0.0,1
952,611,62,562,0.6418067226890757,0.1103202846975089,0.1290322580645161,1
21333,20322,174,542,0.9526086345099142,0.3210332103321033,0.5185185185185185,1
2816,2712,658,572,0.9630681818181818,1.1503496503496504,0.0,1
1920,1170,688,511,0.609375,1.346379647749511,0.0,1
6340,5763,602,546,0.9089905362776024,1.1025641025641026,0.295,1
11421,13287,1786,536,1.163383241397426,3.332089552238806,0.005,1
94484,98092,2214,543,1.0381863595952754,4.077348066298343,0.7763975155279503,1
7032,6396,4772,532,0.909556313993174,8.969924812030076,0.185,1
19932,19755,454,516,0.991119807344973,0.8798449612403101,0.015,1
